C,H,O,N,C13,S,P,El_comp,Class,DBE,DBEO,AI,AImod,O_C,H_C,N_C,P_C,N_P,P_N,NOSC,GFE,PI,nkm,KD-CH2,KD-CO2,KD-H2,KD-O2,KD-H2O,KD-CHO,molecular formula,outline,specifics,MSCC
9,19,5,0,0,0,1,CHOP,AminoSugar,1.0,-4.0,0.0,0.0,0.55556,2.11111,0.0,0.11111,0.0,inf,-1.55556,104.63333,0.55556,238.0,0.06258,0.25847,1.64607,0.27913,0.06367,0.1809,C9H19O5P,SSCs,Aliphatic-like,Lipid
13,18,4,0,0,0,0,CHO,Lignin,5.0,1.0,0.11111,0.27273,0.30769,1.38462,0.0,0.0,0.0,0.0,-0.76923,82.22308,0.30769,238.0,0.00484,0.31628,1.58872,0.33695,0.12144,0.23869,C13H18O4,PUCs,Lignin-like,Lipid
11,13,5,1,0,0,0,CHON,Lignin,6.0,1.0,0.0,0.33333,0.45455,1.18182,0.09091,0.0,inf,0.0,0.0,60.3,0.54545,239.0,0.0587,0.2637,1.64887,0.28445,0.06808,0.1858,C11H13O5N,PUCs,Lignin-like,Not Matched
11,14,5,0,1,0,0,CHO,Lignin,5.0,0.0,0.0,0.29412,0.45455,1.27273,0.0,0.0,0.0,0.0,-0.36364,70.66364,0.45455,227.0,0.0439,0.26233,1.55431,0.28203,0.07652,0.18833,C(13)11H14O5,PUCs,Lignin-like,POCs
12,18,4,0,1,0,0,CHO,Lignin,4.0,0.0,0.0,0.2,0.33333,1.5,0.0,0.0,0.0,0.0,-0.83333,84.05,0.33333,227.0,0.00215,0.30414,1.51284,0.32385,0.11829,0.23013,C(13)12H18O4,UAAs,Aliphatic-like,Lipid
10,8,5,0,0,1,0,CHOS,Lignin,7.0,2.0,0.25,0.53846,0.5,0.8,0.0,0.0,0.0,0.0,0.4,48.9,0.5,240.0,0.05582,0.26793,1.65267,0.28877,0.07149,0.18971,C10H8O5S,PPAs,Polyphenol-like,POCs
10,8,7,0,0,0,0,CHO,Tannin,7.0,0.0,0.0,0.53846,0.7,0.8,0.0,0.0,0.0,0.0,0.6,43.2,0.7,240.0,0.11676,0.20692,1.71319,0.22775,0.01053,0.12871,C10H8O7,PPAs,Polyphenol-like,POCs
11,12,6,0,0,0,0,CHO,Lignin,6.0,0.0,0.0,0.375,0.54545,1.09091,0.0,0.0,0.0,0.0,0.0,60.3,0.54545,240.0,0.075,0.24873,1.67172,0.26956,0.0523,0.17051,C11H12O6,PUCs,Lignin-like,POCs
12,16,5,0,0,0,0,CHO,Lignin,5.0,0.0,0.0,0.26316,0.41667,1.33333,0.0,0.0,0.0,0.0,-0.5,74.55,0.41667,240.0,0.03325,0.29054,1.63024,0.31137,0.09408,0.2123,C12H16O5,PUCs,Lignin-like,Lipid
13,20,4,0,0,0,0,CHO,Protein,4.0,0.0,0.0,0.18182,0.30769,1.53846,0.0,0.0,0.0,0.0,-0.92308,86.60769,0.30769,240.0,0.0085,0.33235,1.58877,0.35319,0.13585,0.2541,C13H20O4,UAAs,Aliphatic-like,Lipid
10,11,6,1,0,0,0,CHON,Lignin,6.0,0.0,0.0,0.33333,0.6,1.1,0.1,0.0,inf,0.0,0.4,48.9,0.7,241.0,0.08711,0.23796,1.6904,0.25888,0.04072,0.15941,C10H11O6N,PUCs,Lignin-like,Not Matched
10,12,6,0,1,0,0,CHO,Lignin,5.0,-1.0,0.0,0.28571,0.6,1.2,0.0,0.0,0.0,0.0,0.0,60.3,0.6,229.0,0.07231,0.23658,1.59584,0.25646,0.04916,0.16195,C(13)10H12O6,PUCs,Lignin-like,POCs
11,15,5,1,0,0,0,CHON,Lignin,5.0,0.0,0.0,0.2,0.45455,1.36364,0.09091,0.0,inf,0.0,-0.18182,65.48182,0.54545,241.0,0.04535,0.27977,1.64892,0.30069,0.0825,0.20121,C11H15O5N,PUCs,Lignin-like,Not Matched
11,16,5,0,1,0,0,CHO,Lignin,4.0,-1.0,0.0,0.17647,0.45455,1.45455,0.0,0.0,0.0,0.0,-0.54545,75.84545,0.45455,229.0,0.03056,0.27839,1.55436,0.29827,0.09094,0.20374,C(13)11H16O5,PUCs,Lignin-like,Lipid
12,20,4,0,1,0,0,CHO,Protein,3.0,-1.0,0.0,0.1,0.33333,1.66667,0.0,0.0,0.0,0.0,-1.0,88.8,0.33333,229.0,0.0112,0.3202,1.51289,0.34009,0.13271,0.24554,C(13)12H20O4,UAAs,Aliphatic-like,Lipid
10,10,5,0,0,1,0,CHOS,Lignin,6.0,1.0,0.0,0.38462,0.5,1.0,0.0,0.0,0.0,0.0,0.2,54.6,0.5,242.0,0.04247,0.284,1.65272,0.30501,0.08591,0.20512,C10H10O5S,PUCs,Lignin-like,POCs
10,10,7,0,0,0,0,CHO,Tannin,6.0,-1.0,0.0,0.38462,0.7,1.0,0.0,0.0,0.0,0.0,0.4,48.9,0.7,242.0,0.10341,0.22299,1.71324,0.24399,0.02494,0.14412,C10H10O7,PUCs,Tannin-like,POCs
11,14,6,0,0,0,0,CHO,Lignin,5.0,-1.0,0.0,0.25,0.54545,1.27273,0.0,0.0,0.0,0.0,-0.18182,65.48182,0.54545,242.0,0.06165,0.2648,1.67177,0.2858,0.06672,0.18592,C11H14O6,PUCs,Lignin-like,POCs
12,18,5,0,0,0,0,CHO,Protein,4.0,-1.0,0.0,0.15789,0.41667,1.5,0.0,0.0,0.0,0.0,-0.66667,79.3,0.41667,242.0,0.0199,0.30661,1.63029,0.32761,0.1085,0.22771,C12H18O5,UAAs,Aliphatic-like,Lipid
13,23,2,0,0,0,1,CHOP,Lipid,3.0,1.0,0.0,0.09091,0.15385,1.76923,0.0,0.07692,0.0,inf,-1.84615,112.91538,0.15385,242.0,0.00547,0.33201,1.60509,0.35302,0.13388,0.25311,C13H23O2P,UAAs,Aliphatic-like,Lipid
13,22,4,0,0,0,0,CHO,Protein,3.0,-1.0,0.0,0.09091,0.30769,1.69231,0.0,0.0,0.0,0.0,-1.07692,90.99231,0.30769,242.0,0.02185,0.34842,1.58882,0.36943,0.15027,0.26951,C13H22O4,UAAs,Aliphatic-like,Lipid
10,13,6,1,0,0,0,CHON,Lignin,5.0,-1.0,0.0,0.16667,0.6,1.3,0.1,0.0,inf,0.0,0.2,54.6,0.7,243.0,0.07376,0.25402,1.69045,0.27512,0.05514,0.17482,C10H13O6N,PUCs,Lignin-like,Not Matched
10,14,6,0,1,0,0,CHO,Lignin,4.0,-2.0,0.0,0.14286,0.6,1.4,0.0,0.0,0.0,0.0,-0.2,66.0,0.6,231.0,0.05896,0.25265,1.59589,0.2727,0.06358,0.17736,C(13)10H14O6,PUCs,Lignin-like,Lipid
11,18,5,0,1,0,0,CHO,Protein,3.0,-2.0,0.0,0.05882,0.45455,1.63636,0.0,0.0,0.0,0.0,-0.72727,81.02727,0.45455,231.0,0.01721,0.29446,1.55441,0.31451,0.10535,0.21915,C(13)11H18O5,UAAs,Aliphatic-like,Lipid
12,23,2,0,1,0,1,CHOP,Lipid,2.0,0.0,0.0,0.0,0.16667,1.91667,0.0,0.08333,0.0,inf,-2.0,117.3,0.16667,231.0,0.00817,0.31987,1.52921,0.33992,0.13074,0.24455,C(13)12H23O2P,UAAs,Aliphatic-like,Lipid
13,25,3,1,0,0,0,CHON,Lipid,2.0,-1.0,0.0,0.0,0.23077,1.92308,0.07692,0.0,inf,0.0,-1.23077,95.37692,0.30769,243.0,0.0515,0.37945,1.56602,0.40056,0.18047,0.30021,C13H25O3N,N_Ccs,Aliphatic-like,Not Matched
13,8,5,0,0,0,0,CHO,ConHC,10.0,5.0,0.625,0.71429,0.38462,0.61538,0.0,0.0,0.0,0.0,0.15385,55.91538,0.38462,244.0,0.09046,0.23865,1.71369,0.25983,0.03896,0.15913,C13H8O5,PAs,Cond. aromatic-like,POCs
10,12,5,0,0,1,0,CHOS,Lignin,5.0,0.0,0.0,0.23077,0.5,1.2,0.0,0.0,0.0,0.0,0.0,60.3,0.5,244.0,0.02912,0.30007,1.65277,0.32125,0.10033,0.22053,C10H12O5S,PUCs,Lignin-like,POCs
10,12,7,0,0,0,0,CHO,Tannin,5.0,-2.0,0.0,0.23077,0.7,1.2,0.0,0.0,0.0,0.0,0.2,54.6,0.7,244.0,0.09006,0.23905,1.71329,0.26023,0.03936,0.15953,C10H12O7,PUCs,Tannin-like,POCs
14,12,4,0,0,0,0,CHO,Lignin,9.0,5.0,0.5,0.58333,0.28571,0.85714,0.0,0.0,0.0,0.0,-0.28571,68.44286,0.28571,244.0,0.0487,0.28046,1.67221,0.30164,0.08074,0.20093,C14H12O4,PPAs,Polyphenol-like,POCs
11,16,6,0,0,0,0,CHO,Lignin,4.0,-2.0,0.0,0.125,0.54545,1.45455,0.0,0.0,0.0,0.0,-0.36364,70.66364,0.54545,244.0,0.0483,0.28086,1.67182,0.30204,0.08114,0.20133,C11H16O6,PUCs,Lignin-like,Lipid
12,20,5,0,0,0,0,CHO,Protein,3.0,-2.0,0.0,0.05263,0.41667,1.66667,0.0,0.0,0.0,0.0,-0.83333,84.05,0.41667,244.0,0.00655,0.32267,1.63034,0.34386,0.12291,0.24312,C12H20O5,UAAs,Aliphatic-like,Lipid
13,24,4,0,0,0,0,CHO,Protein,2.0,-2.0,0.0,0.0,0.30769,1.84615,0.0,0.0,0.0,0.0,-1.23077,95.37692,0.30769,244.0,0.0352,0.36448,1.58887,0.38567,0.16469,0.28492,C13H24O4,UAAs,Aliphatic-like,Lipid
9,12,7,0,1,0,0,CHO,Tannin,4.0,-3.0,0.0,0.09091,0.77778,1.33333,0.0,0.0,0.0,0.0,0.22222,53.96667,0.77778,233.0,0.08736,0.22691,1.63741,0.24713,0.03622,0.15097,C(13)9H12O7,PUCs,Tannin-like,Not Matched
10,16,6,0,1,0,0,CHO,Lignin,3.0,-3.0,0.0,0.0,0.6,1.6,0.0,0.0,0.0,0.0,-0.4,71.7,0.6,233.0,0.04561,0.26872,1.59594,0.28894,0.078,0.19277,C(13)10H16O6,UAAs,Aliphatic-like,Lipid
9,10,6,0,0,1,0,CHOS,Tannin,5.0,-1.0,0.0,0.2,0.66667,1.11111,0.0,0.0,0.0,0.0,0.44444,47.63333,0.66667,246.0,0.05753,0.27432,1.69429,0.29568,0.07297,0.19414,C9H10O6S,PUCs,Lignin-like,POCs
9,10,8,0,0,0,0,CHO,Tannin,5.0,-3.0,0.0,0.2,0.88889,1.11111,0.0,0.0,0.0,0.0,0.66667,41.3,0.88889,246.0,0.11846,0.21331,1.75482,0.23466,0.012,0.13314,C9H10O8,PUCs,Tannin-like,POCs
13,10,5,0,0,0,0,CHO,ConHC,9.0,4.0,0.5,0.61905,0.38462,0.76923,0.0,0.0,0.0,0.0,0.0,60.3,0.38462,246.0,0.07711,0.25472,1.71374,0.27607,0.05338,0.17454,C13H10O5,PPAs,Polyphenol-like,POCs
10,14,5,0,0,1,0,CHOS,Lignin,4.0,-1.0,0.0,0.07692,0.5,1.4,0.0,0.0,0.0,0.0,-0.2,66.0,0.5,246.0,0.01578,0.31613,1.65282,0.33749,0.11474,0.23593,C10H14O5S,PUCs,Lignin-like,Lipid
10,14,7,0,0,0,0,CHO,Tannin,4.0,-3.0,0.0,0.07692,0.7,1.4,0.0,0.0,0.0,0.0,0.0,60.3,0.7,246.0,0.07671,0.25512,1.71334,0.27647,0.05378,0.17494,C10H14O7,PUCs,Tannin-like,Not Matched
14,14,4,0,0,0,0,CHO,Lignin,8.0,4.0,0.4,0.5,0.28571,1.0,0.0,0.0,0.0,0.0,-0.42857,72.51429,0.28571,246.0,0.03535,0.29653,1.67226,0.31788,0.09516,0.21634,C14H14O4,PPAs,Polyphenol-like,POCs
11,18,6,0,0,0,0,CHO,Protein,3.0,-3.0,0.0,0.0,0.54545,1.63636,0.0,0.0,0.0,0.0,-0.54545,75.84545,0.54545,246.0,0.03495,0.29693,1.67187,0.31828,0.09556,0.21674,C11H18O6,UAAs,Aliphatic-like,Lipid
12,22,5,0,0,0,0,CHO,Protein,2.0,-3.0,0.0,0.0,0.41667,1.83333,0.0,0.0,0.0,0.0,-1.0,88.8,0.41667,246.0,0.0068,0.33874,1.63039,0.3601,0.13733,0.25853,C12H22O5,UAAs,Aliphatic-like,Lipid
9,14,7,0,1,0,0,CHO,Tannin,3.0,-4.0,0.0,0.0,0.77778,1.55556,0.0,0.0,0.0,0.0,0.0,60.3,0.77778,235.0,0.07401,0.24297,1.63746,0.26337,0.05064,0.16638,C(13)9H14O7,UAAs,Carbohydrate-like,Not Matched
11,21,5,1,0,0,0,CHON,Protein,2.0,-3.0,0.0,0.0,0.45455,1.90909,0.09091,0.0,inf,0.0,-0.72727,81.02727,0.54545,247.0,0.0053,0.32797,1.64907,0.34941,0.12575,0.24744,C11H21O5N,N_Ccs,Aliphatic-like,Not Matched
12,8,6,0,0,0,0,CHO,ConHC,9.0,3.0,0.5,0.66667,0.5,0.66667,0.0,0.0,0.0,0.0,0.33333,50.8,0.5,248.0,0.10551,0.22897,1.75527,0.2505,0.02602,0.14815,C12H8O6,PPAs,Polyphenol-like,POCs
9,12,6,0,0,1,0,CHOS,Tannin,4.0,-2.0,0.0,0.0,0.66667,1.33333,0.0,0.0,0.0,0.0,0.22222,53.96667,0.66667,248.0,0.04418,0.29039,1.69434,0.31192,0.08739,0.20955,C9H12O6S,PUCs,Lignin-like,Not Matched
9,12,8,0,0,0,0,CHO,Tannin,4.0,-4.0,0.0,0.0,0.88889,1.33333,0.0,0.0,0.0,0.0,0.44444,47.63333,0.88889,248.0,0.10511,0.22937,1.75487,0.2509,0.02642,0.14855,C9H12O8,PUCs,Tannin-like,Not Matched
13,12,5,0,0,0,0,CHO,Lignin,8.0,3.0,0.375,0.52381,0.38462,0.92308,0.0,0.0,0.0,0.0,-0.15385,64.68462,0.38462,248.0,0.06376,0.27078,1.71379,0.29231,0.0678,0.18995,C13H12O5,PPAs,Polyphenol-like,POCs
10,16,5,0,0,1,0,CHOS,Protein,3.0,-2.0,0.0,0.0,0.5,1.6,0.0,0.0,0.0,0.0,-0.4,71.7,0.5,248.0,0.00243,0.3322,1.65287,0.35373,0.12916,0.25134,C10H16O5S,UAAs,Aliphatic-like,Lipid
10,17,5,0,0,0,1,CHOP,Protein,3.0,-2.0,0.0,0.0,0.5,1.7,0.0,0.1,0.0,inf,-1.2,94.5,0.5,248.0,0.07974,0.25478,1.72967,0.27631,0.05181,0.17395,C10H17O5P,UAAs,Aliphatic-like,Lipid
10,16,7,0,0,0,0,CHO,Carb,3.0,-4.0,0.0,0.0,0.7,1.6,0.0,0.0,0.0,0.0,-0.2,66.0,0.7,248.0,0.06336,0.27118,1.71339,0.29271,0.0682,0.19035,C10H16O7,UAAs,Carbohydrate-like,Not Matched
14,16,4,0,0,0,0,CHO,Lignin,7.0,3.0,0.3,0.41667,0.28571,1.14286,0.0,0.0,0.0,0.0,-0.57143,76.58571,0.28571,248.0,0.022,0.31259,1.67231,0.33412,0.10957,0.23175,C14H16O4,PUCs,Lignin-like,POCs
11,21,4,0,0,0,1,CHOP,Protein,2.0,-2.0,0.0,0.0,0.36364,1.90909,0.0,0.09091,0.0,inf,-1.63636,106.93636,0.36364,248.0,0.03799,0.29659,1.68819,0.31812,0.09358,0.21575,C11H21O4P,UAAs,Aliphatic-like,Lipid
11,20,6,0,0,0,0,CHO,Protein,2.0,-4.0,0.0,0.0,0.54545,1.81818,0.0,0.0,0.0,0.0,-0.72727,81.02727,0.54545,248.0,0.0216,0.31299,1.67192,0.33452,0.10997,0.23215,C11H20O6,UAAs,Aliphatic-like,Lipid
15,20,3,0,0,0,0,CHO,Lignin,6.0,3.0,0.25,0.33333,0.2,1.33333,0.0,0.0,0.0,0.0,-0.93333,86.9,0.2,248.0,0.01975,0.3544,1.63084,0.37594,0.15135,0.27354,C15H20O3,PUCs,Lignin-like,Lipid
11,8,6,0,1,0,0,CHO,ConHC,8.0,2.0,0.4,0.625,0.54545,0.72727,0.0,0.0,0.0,0.0,0.36364,49.93636,0.54545,237.0,0.10282,0.21683,1.67938,0.2374,0.02288,0.13959,C(13)11H8O6,PPAs,Polyphenol-like,POCs
12,11,5,1,0,0,0,CHON,Lignin,8.0,3.0,0.33333,0.52941,0.41667,0.91667,0.08333,0.0,inf,0.0,0.16667,55.55,0.5,249.0,0.07586,0.26001,1.73247,0.28162,0.05622,0.17886,C12H11O5N,PPAs,Polyphenol-like,Not Matched
11,6,7,0,0,0,0,CHO,ConHC,9.0,2.0,0.5,0.73333,0.63636,0.54545,0.0,0.0,0.0,0.0,0.72727,39.57273,0.63636,250.0,0.13391,0.20323,1.79679,0.22492,0.00134,0.12177,C11H6O7,PAs,Cond. aromatic-like,POCs
12,10,6,0,0,0,0,CHO,Lignin,8.0,2.0,0.33333,0.55556,0.5,0.83333,0.0,0.0,0.0,0.0,0.16667,55.55,0.5,250.0,0.09216,0.24504,1.75531,0.26674,0.04044,0.16356,C12H10O6,PPAs,Polyphenol-like,POCs
9,14,6,0,0,1,0,CHOS,AminoSugar,3.0,-3.0,0.0,0.0,0.66667,1.55556,0.0,0.0,0.0,0.0,0.0,60.3,0.66667,250.0,0.03083,0.30645,1.69439,0.32816,0.1018,0.22496,C9H14O6S,UAAs,Aliphatic-like,Not Matched
9,15,6,0,0,0,1,CHOP,AminoSugar,3.0,-3.0,0.0,0.0,0.66667,1.66667,0.0,0.11111,0.0,inf,-0.88889,85.63333,0.66667,250.0,0.10814,0.22904,1.77119,0.25073,0.02445,0.14757,C9H15O6P,UAAs,Aliphatic-like,Not Matched
13,14,5,0,0,0,0,CHO,Lignin,7.0,2.0,0.25,0.42857,0.38462,1.07692,0.0,0.0,0.0,0.0,-0.30769,69.06923,0.38462,250.0,0.05041,0.28685,1.71384,0.30855,0.08222,0.20536,C13H14O5,PUCs,Lignin-like,POCs
10,18,5,0,0,1,0,CHOS,Protein,2.0,-3.0,0.0,0.0,0.5,1.8,0.0,0.0,0.0,0.0,-0.6,77.4,0.5,250.0,0.01092,0.34826,1.65292,0.36997,0.14358,0.26675,C10H18O5S,UAAs,Aliphatic-like,Lipid
10,19,5,0,0,0,1,CHOP,Protein,2.0,-3.0,0.0,0.0,0.5,1.9,0.0,0.1,0.0,inf,-1.4,100.2,0.5,250.0,0.06639,0.27085,1.72971,0.29255,0.06623,0.18936,C10H19O5P,UAAs,Aliphatic-like,Lipid
14,18,4,0,0,0,0,CHO,Lignin,6.0,2.0,0.2,0.33333,0.28571,1.28571,0.0,0.0,0.0,0.0,-0.71429,80.65714,0.28571,250.0,0.00865,0.32866,1.67236,0.35036,0.12399,0.24716,C14H18O4,PUCs,Lignin-like,POCs
15,22,3,0,0,0,0,CHO,Lignin,5.0,2.0,0.16667,0.25926,0.2,1.46667,0.0,0.0,0.0,0.0,-1.06667,90.7,0.2,250.0,0.0331,0.37047,1.63089,0.39218,0.16577,0.28895,C15H22O3,PUCs,Lignin-like,Lipid
11,9,6,1,0,0,0,CHON,Lignin,8.0,2.0,0.25,0.57143,0.54545,0.81818,0.09091,0.0,inf,0.0,0.54545,44.75455,0.63636,251.0,0.10427,0.23427,1.77399,0.25605,0.02886,0.15247,C11H9O6N,PPAs,Polyphenol-like,Not Matched
12,13,5,1,0,0,0,CHON,Lignin,7.0,2.0,0.16667,0.41176,0.41667,1.08333,0.08333,0.0,inf,0.0,0.0,60.3,0.5,251.0,0.06251,0.27608,1.73252,0.29787,0.07064,0.19427,C12H13O5N,PUCs,Lignin-like,Not Matched
14,21,3,1,0,0,0,CHON,Lipid,5.0,2.0,0.1,0.21739,0.21429,1.5,0.07143,0.0,inf,0.0,-0.85714,84.72857,0.28571,251.0,0.02099,0.3597,1.64957,0.38149,0.15419,0.27786,C14H21O3N,N_Ccs,Aliphatic-like,Not Matched
11,8,7,0,0,0,0,CHO,ConHC,8.0,1.0,0.25,0.6,0.63636,0.72727,0.0,0.0,0.0,0.0,0.54545,44.75455,0.63636,252.0,0.12057,0.2193,1.79684,0.24117,0.01308,0.13718,C11H8O7,PPAs,Polyphenol-like,POCs
12,12,6,0,0,0,0,CHO,Lignin,7.0,1.0,0.16667,0.44444,0.5,1.0,0.0,0.0,0.0,0.0,0.0,60.3,0.5,252.0,0.07881,0.26111,1.75536,0.28298,0.05486,0.17897,C12H12O6,PUCs,Lignin-like,POCs
13,16,5,0,0,0,0,CHO,Lignin,6.0,1.0,0.125,0.33333,0.38462,1.23077,0.0,0.0,0.0,0.0,-0.46154,73.45385,0.38462,252.0,0.03706,0.30292,1.71389,0.32479,0.09663,0.22077,C13H16O5,PUCs,Lignin-like,POCs
10,20,5,0,0,1,0,CHOS,Protein,1.0,-4.0,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,-0.8,83.1,0.5,252.0,0.02427,0.36433,1.65297,0.38621,0.158,0.28216,C10H20O5S,SSCs,Aliphatic-like,Lipid
14,20,4,0,0,0,0,CHO,Lignin,5.0,1.0,0.1,0.25,0.28571,1.42857,0.0,0.0,0.0,0.0,-0.85714,84.72857,0.28571,252.0,0.00469,0.34473,1.67241,0.36661,0.13841,0.26257,C14H20O4,PUCs,Lignin-like,Lipid
11,11,6,1,0,0,0,CHON,Lignin,7.0,1.0,0.0,0.42857,0.54545,1.0,0.09091,0.0,inf,0.0,0.36364,49.93636,0.63636,253.0,0.09092,0.25034,1.77404,0.27229,0.04328,0.16788,C11H11O6N,PUCs,Lignin-like,Not Matched
11,12,6,0,1,0,0,CHO,Lignin,6.0,0.0,0.0,0.375,0.54545,1.09091,0.0,0.0,0.0,0.0,0.0,60.3,0.54545,241.0,0.07612,0.24896,1.67948,0.26988,0.05172,0.17041,C(13)11H12O6,PUCs,Lignin-like,POCs
12,15,5,1,0,0,0,CHON,Lignin,6.0,1.0,0.0,0.29412,0.41667,1.25,0.08333,0.0,inf,0.0,-0.16667,65.05,0.5,253.0,0.04916,0.29215,1.73257,0.31411,0.08505,0.20968,C12H15O5N,PUCs,Lignin-like,Not Matched
12,16,5,0,1,0,0,CHO,Lignin,5.0,0.0,0.0,0.26316,0.41667,1.33333,0.0,0.0,0.0,0.0,-0.5,74.55,0.41667,241.0,0.03437,0.29077,1.63801,0.31169,0.09349,0.21221,C(13)12H16O5,PUCs,Lignin-like,Lipid
10,6,8,0,0,0,0,CHO,ConHC,8.0,0.0,0.0,0.66667,0.8,0.6,0.0,0.0,0.0,0.0,1.0,31.8,0.8,254.0,0.14897,0.19355,1.83836,0.21559,0.01428,0.11079,C10H6O8,PPAs,Polyphenol-like,POCs
11,10,7,0,0,0,0,CHO,Lignin,7.0,0.0,0.0,0.46667,0.63636,0.90909,0.0,0.0,0.0,0.0,0.36364,49.93636,0.63636,254.0,0.10722,0.23536,1.79689,0.25741,0.0275,0.15259,C11H10O7,PUCs,Lignin-like,POCs
11,16,1,2,0,0,2,CHONP,UnsatHC,6.0,5.0,0.16667,0.23077,0.09091,1.45455,0.18182,0.18182,1.0,1.0,-1.63636,106.93636,0.27273,254.0,0.09403,0.24857,1.78379,0.27061,0.04069,0.16579,C11H16ON2P2,PUCs,H. unsat. phenolic-like,Not Matched
12,14,6,0,0,0,0,CHO,Lignin,6.0,0.0,0.0,0.33333,0.5,1.16667,0.0,0.0,0.0,0.0,-0.16667,65.05,0.5,254.0,0.06546,0.27717,1.75541,0.29922,0.06928,0.19438,C12H14O6,PUCs,Lignin-like,POCs
13,18,5,0,0,0,0,CHO,Lignin,5.0,0.0,0.0,0.2381,0.38462,1.38462,0.0,0.0,0.0,0.0,-0.61538,77.83846,0.38462,254.0,0.02371,0.31898,1.71394,0.34103,0.11105,0.23618,C13H18O5,PUCs,Lignin-like,Lipid
14,22,4,0,0,0,0,CHO,Lipid,4.0,0.0,0.0,0.16667,0.28571,1.57143,0.0,0.0,0.0,0.0,-1.0,88.8,0.28571,254.0,0.01804,0.36079,1.67246,0.38285,0.15283,0.27798,C14H22O4,UAAs,Lipid-like,Lipid
10,9,7,1,0,0,0,CHON,Tannin,7.0,0.0,0.0,0.45455,0.7,0.9,0.1,0.0,inf,0.0,0.8,37.5,0.8,255.0,0.11932,0.22459,1.81557,0.24672,0.01592,0.14149,C10H9O7N,PUCs,Tannin-like,Not Matched
10,10,7,0,1,0,0,CHO,Lignin,6.0,-1.0,0.0,0.38462,0.7,1.0,0.0,0.0,0.0,0.0,0.4,48.9,0.7,243.0,0.10452,0.22322,1.72101,0.24431,0.02436,0.14403,C(13)10H10O7,PUCs,Tannin-like,POCs
11,13,6,1,0,0,0,CHON,Lignin,6.0,0.0,0.0,0.28571,0.54545,1.18182,0.09091,0.0,inf,0.0,0.18182,55.11818,0.63636,255.0,0.07757,0.2664,1.77409,0.28853,0.0577,0.18329,C11H13O6N,PUCs,Lignin-like,Not Matched
11,14,6,0,1,0,0,CHO,Lignin,5.0,-1.0,0.0,0.25,0.54545,1.27273,0.0,0.0,0.0,0.0,-0.18182,65.48182,0.54545,243.0,0.06277,0.26503,1.67953,0.28612,0.06613,0.18582,C(13)11H14O6,PUCs,Lignin-like,POCs
12,18,5,0,1,0,0,CHO,Lignin,4.0,-1.0,0.0,0.15789,0.41667,1.5,0.0,0.0,0.0,0.0,-0.66667,79.3,0.41667,243.0,0.02102,0.30684,1.63806,0.32793,0.10791,0.22762,C(13)12H18O5,UAAs,Aliphatic-like,Lipid
11,12,5,0,0,1,0,CHOS,Lignin,6.0,1.0,0.0,0.33333,0.45455,1.09091,0.0,0.0,0.0,0.0,0.0,60.3,0.45455,256.0,0.03293,0.31244,1.73641,0.33467,0.10288,0.22899,C11H12O5S,PUCs,Lignin-like,POCs
11,12,7,0,0,0,0,CHO,Lignin,6.0,-1.0,0.0,0.33333,0.63636,1.09091,0.0,0.0,0.0,0.0,0.18182,55.11818,0.63636,256.0,0.09387,0.25143,1.79694,0.27365,0.04192,0.168,C11H12O7,PUCs,Lignin-like,POCs
15,12,4,0,0,0,0,CHO,Lignin,10.0,6.0,0.54545,0.61538,0.26667,0.8,0.0,0.0,0.0,0.0,-0.26667,67.9,0.26667,256.0,0.05251,0.29284,1.75586,0.31506,0.08329,0.20939,C15H12O4,PPAs,Polyphenol-like,POCs
12,16,6,0,0,0,0,CHO,Lignin,5.0,-1.0,0.0,0.22222,0.5,1.33333,0.0,0.0,0.0,0.0,-0.33333,69.8,0.5,256.0,0.05211,0.29324,1.75546,0.31546,0.08369,0.20979,C12H16O6,PUCs,Lignin-like,Lipid
13,20,5,0,0,0,0,CHO,Protein,4.0,-1.0,0.0,0.14286,0.38462,1.53846,0.0,0.0,0.0,0.0,-0.76923,82.22308,0.38462,256.0,0.01036,0.33505,1.71399,0.35727,0.12547,0.25159,C13H20O5,UAAs,Aliphatic-like,Lipid
16,32,2,0,0,0,0,CHO,Lipid,1.0,-1.0,0.0,0.0,0.125,2.0,0.0,0.0,0.0,0.0,-1.75,110.175,0.125,256.0,0.1149,0.46048,1.58956,0.48271,0.2508,0.37698,C16H32O2,SSCs,Lipid-like,Lipid
10,11,7,1,0,0,0,CHON,Tannin,6.0,-1.0,0.0,0.27273,0.7,1.1,0.1,0.0,inf,0.0,0.6,43.2,0.8,257.0,0.10597,0.24066,1.81562,0.26296,0.03034,0.1569,C10H11O7N,PUCs,Tannin-like,Not Matched
10,12,7,0,1,0,0,CHO,Lignin,5.0,-2.0,0.0,0.23077,0.7,1.2,0.0,0.0,0.0,0.0,0.2,54.6,0.7,245.0,0.09117,0.23928,1.72106,0.26055,0.03878,0.15944,C(13)10H12O7,PUCs,Tannin-like,POCs
11,15,6,1,0,0,0,CHON,Lignin,5.0,-1.0,0.0,0.14286,0.54545,1.36364,0.09091,0.0,inf,0.0,0.0,60.3,0.63636,257.0,0.06422,0.28247,1.77414,0.30477,0.07211,0.1987,C11H15O6N,PUCs,Lignin-like,Not Matched
